City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Ahmedabad,2024-12-01,35.60762767713245,43.51601079454289,0.0,6.442147656883847,6.442147656883847,1.8510393370448952,0.22851379170551012,6.329360313766415,85.63876617410577,0,0,0,85.93,Satisfactory
Ahmedabad,2024-12-02,55.62057854349114,67.97379814920038,0.0,10.062899527805087,10.062899527805087,2.8913995553631504,0.35694793865725083,9.886721060273997,133.77127405242848,0,0,0,150.17,Moderate
Ahmedabad,2024-12-03,59.981684494544986,73.30349703739903,0.0,10.851912734153752,10.851912734153752,3.1181088082686883,0.3849355615885249,10.661920441176806,144.26003045567109,0,0,0,165.44,Moderate
Ahmedabad,2024-12-04,60.42762918891799,73.84848515932795,0.0,10.932593244352407,10.932593244352407,3.1412909528056865,0.387797434722173,10.741188419271056,145.33255777353335,0,0,0,167.0,Moderate
Ahmedabad,2024-12-05,26.142761713309795,31.949016969927136,0.0,4.729759944778054,4.729759944778054,1.35901444345322,0.1677725250030798,4.646952613098107,62.87511984263143,0,0,0,63.62,Satisfactory
Ahmedabad,2024-12-06,42.998299045675125,52.54813553951614,0.0,7.779271170737944,7.779271170737944,2.2352385753201713,0.2759438073467837,7.643073838191552,103.41383344169452,0,0,0,105.97,Moderate
Ahmedabad,2024-12-07,70.1637060116471,85.74692523390969,0.0,12.694048544309545,12.694048544309545,3.647414566284617,0.4502792111345558,12.471804646005463,168.74848466523957,0,0,0,202.85,Poor
Ahmedabad,2024-12-08,57.51044965287078,70.28340586420336,0.0,10.40481583993619,10.40481583993619,2.989643274296804,0.3690762842172216,10.22265119598262,138.3165425972156,0,0,0,156.78,Moderate
Ahmedabad,2024-12-09,49.4046697652926,60.377348423803646,0.0,8.938314578367638,8.938314578367638,2.568269585339414,0.3170570226804496,8.781825033741221,118.82159070810452,0,0,0,128.4,Moderate
Ahmedabad,2024-12-10,54.72358127648563,66.87757957750499,0.0,9.900614387827009,9.900614387827009,2.844769736564094,0.3511914123171222,9.727277163735288,131.61393462211228,0,0,0,147.03,Moderate
Ahmedabad,2024-12-11,55.921371413424744,68.34139651586602,0.0,10.11731910609939,10.11731910609939,2.907036076829794,0.3588782924525039,9.940187875611553,134.49470136099995,0,0,0,151.22,Moderate
Ahmedabad,2024-12-12,54.77073586323505,66.935207103961,0.0,9.909145616396728,9.909145616396728,2.847221037049111,0.35149402931570806,9.735659029909863,131.72734461014312,0,0,0,147.19,Moderate
Ahmedabad,2024-12-13,40.89323887879907,49.97554570636167,0.0,7.398422759700744,7.398422759700744,2.1258083933640655,0.262434474884009,7.268893216019062,98.35102057900845,0,0,0,98.38,Satisfactory
Ahmedabad,2024-12-14,64.4304359221604,78.74030728776786,0.0,11.656782798661776,11.656782798661776,3.3493742541983886,0.4134856538973301,11.452699062742877,154.9595801906552,0,0,0,181.01,Moderate
Ahmedabad,2024-12-15,53.676349272809986,65.59775943364276,0.0,9.711148713228713,9.711148713228713,2.790330062812369,0.3444707467865464,9.541128601874552,129.09527043291064,0,0,0,143.36,Moderate
Ahmedabad,2024-12-16,54.41044528225522,66.49489670324427,0.0,9.843961686057353,9.843961686057353,2.8284915658187453,0.34918184588349477,9.671616321831838,130.86082126017334,0,0,0,145.93,Moderate
Ahmedabad,2024-12-17,42.58721364256707,52.04574888794436,0.0,7.7048974188434185,7.7048974188434185,2.213868568339149,0.2733056455172233,7.570002201417734,102.42514509004207,0,0,0,104.53,Moderate
Ahmedabad,2024-12-18,70.51399848921352,86.17501697237776,0.0,12.757423613382956,12.757423613382956,3.6656242926198193,0.4525272312211629,12.534070161861317,169.59096189654707,0,0,0,204.94,Poor
Ahmedabad,2024-12-19,49.27621809136274,60.22036788918357,0.0,8.915075045036934,8.915075045036934,2.56159210871813,0.3162326774214285,8.758992371745864,118.5126556965363,0,0,0,127.95,Moderate
Ahmedabad,2024-12-20,61.32759979396794,74.94833744151961,0.0,11.095416321956936,11.095416321956936,3.1880753386467404,0.3935730426129379,10.901160835372725,147.4970482840578,0,0,0,170.15,Moderate
Ahmedabad,2024-12-21,62.455089741758485,76.3262406588772,0.0,11.299402299095863,11.299402299095863,3.246687169359161,0.4008087676495971,11.101575482324872,150.20873828705396,0,0,0,174.1,Moderate
Ahmedabad,2024-12-22,54.799893462003915,66.97084054728595,0.0,9.914420821987294,9.914420821987294,2.84873677583363,0.35168114971339687,9.740841878656928,131.797470618138,0,0,0,147.29,Moderate
Ahmedabad,2024-12-23,53.37587397406222,65.2305491700902,0.0,9.656786590052993,9.656786590052993,2.7747100500770188,0.3425424310207984,9.487718235747224,128.37260690463856,0,0,0,142.31,Moderate
Ahmedabad,2024-12-24,46.7279271901769,57.10610665928271,0.0,8.45403713464911,8.45403713464911,2.4291208656715773,0.29987888880403635,8.306026185844747,112.38384277451155,0,0,0,119.03,Moderate
Ahmedabad,2024-12-25,49.20114223214676,60.128617831311836,0.0,8.901492287574904,8.901492287574904,2.557689339066321,0.315750874213123,8.745647417452581,118.33209314934794,0,0,0,127.69,Moderate
Ahmedabad,2024-12-26,61.41827684506931,75.05915368489093,0.0,11.111821653915094,11.111821653915094,3.192789126099187,0.3941549672768255,10.917278947306897,147.71513275873946,0,0,0,170.47,Moderate
Ahmedabad,2024-12-27,58.15547903172674,71.07169498213075,0.0,10.521514838793864,10.521514838793864,3.023174706512346,0.37321579360718543,10.337307060977698,139.86788212065005,0,0,0,159.04,Moderate
Ahmedabad,2024-12-28,42.603857406918166,52.06608919917575,0.0,7.707908616008485,7.707908616008485,2.2147337835904914,0.27341245773551004,7.572960679373938,102.46517447521887,0,0,0,104.59,Moderate
Ahmedabad,2024-12-29,46.95999415555444,57.38971523500681,0.0,8.496022792070685,8.496022792070685,2.4411847157443054,0.30136819055333736,8.347276769964399,112.9419796087007,0,0,0,119.84,Moderate
Ahmedabad,2024-12-30,74.1768324290057,90.65135902773399,0.0,13.420105140407031,13.420105140407031,3.8560343297359023,0.4760336574161064,13.185149643613084,178.400326624484,0,0,0,226.74,Poor
Ahmedabad,2024-12-31,57.20346908589201,69.90824552531502,0.0,10.349276780771595,10.349276780771595,2.9736850894287072,0.3671062205562472,10.168084499336869,137.5782334564364,0,0,0,155.71,Moderate
Ahmedabad,2025-01-01,57.24517043116404,69.95920865623346,0.0,10.356821406495301,10.356821406495301,2.975852906706683,0.36737384109569277,10.175497035835754,137.67852802784898,0,0,0,155.86,Moderate
Ahmedabad,2025-01-02,57.73830326305693,70.56186530694809,0.0,10.446039215283824,10.446039215283824,3.0014880958436523,0.3705385465417309,10.263152843852488,138.86454602562677,0,0,0,157.58,Moderate
Ahmedabad,2025-01-03,58.388105047244316,71.35598677191643,0.0,10.563601639812601,10.563601639812601,3.0352676184425493,0.3747086830896657,10.378657017900329,140.427363508446,0,0,0,159.86,Moderate
Ahmedabad,2025-01-04,60.16010177636248,73.5215404418039,0.0,10.884192067234576,10.884192067234576,3.127383714478318,0.38608056371962973,10.693634636603278,144.68913615228004,0,0,0,166.06,Moderate
Ahmedabad,2025-01-05,39.62418195443124,48.424633769166114,0.0,7.168824422909026,7.168824422909026,2.0598372955629434,0.254290236455464,7.043314623537806,95.29885236962895,0,0,0,95.39,Satisfactory
Ahmedabad,2025-01-06,52.0309191355641,63.586882543351024,0.0,9.41345676926267,9.41345676926267,2.7047934486346903,0.333911113804031,9.248648566299263,125.1378990500953,0,0,0,137.6,Moderate
Ahmedabad,2025-01-07,46.94079735137719,57.366254858893804,0.0,8.492549697817637,8.492549697817637,2.440186782380145,0.30124499406996175,8.343864481686946,112.89580998911438,0,0,0,119.77,Moderate
Ahmedabad,2025-01-08,42.970392578314296,52.51403110139063,0.0,7.774222320391874,7.774222320391874,2.23378787578716,0.2757647161495956,7.638113381723837,103.34671648982318,0,0,0,105.87,Moderate
Ahmedabad,2025-01-09,47.53523982840502,58.09272182495035,0.0,8.600096492152279,8.600096492152279,2.471088487446432,0.3050598594018547,8.449528376429734,114.32548457332813,0,0,0,121.86,Moderate
Ahmedabad,2025-01-10,58.17687681429031,71.09784516954167,0.0,10.525386135024387,10.525386135024387,3.0242870563046385,0.37335311498315654,10.341110579622312,139.91934524294007,0,0,0,159.12,Moderate
Ahmedabad,2025-01-11,77.739024042009,95.00470629616864,0.0,14.06457841341359,14.06457841341359,4.041212541032329,0.49889420627518466,13.818339656433125,186.96763971199036,0,0,0,247.94,Poor
Ahmedabad,2025-01-12,46.087518324485096,56.323464261281494,0.0,8.338174081064848,8.338174081064848,2.395829627823988,0.2957690317962065,8.192191630623958,110.84361589946967,0,0,0,116.79,Moderate
Ahmedabad,2025-01-13,47.21839423568622,57.705505457772674,0.0,8.542772648192905,8.542772648192905,2.454617475639362,0.3030264864281238,8.393208142508785,113.56344937474152,0,0,0,120.75,Moderate
Ahmedabad,2025-01-14,47.773945115239485,58.384443080092375,0.0,8.64328315761087,8.64328315761087,2.483497426337212,0.30659176292233903,8.491958941669175,114.89958702208148,0,0,0,122.69,Moderate
Ahmedabad,2025-01-15,47.48320393169888,58.02912885932792,0.0,8.590682134838758,8.590682134838758,2.4683834352420324,0.3047259163442341,8.440278843085657,114.20033470288227,0,0,0,121.67,Moderate
Ahmedabad,2025-01-16,65.07677455455736,79.53019644183748,0.0,11.773718668245799,11.773718668245799,3.382973747106671,0.4176335654895881,11.567587651397004,156.51406855789574,0,0,0,183.28,Moderate
Ahmedabad,2025-01-17,34.78276534168651,42.50794817889358,0.0,6.292913200443005,6.292913200443005,1.8081594056885666,0.22322019501839177,6.182738612999614,83.65491615995705,0,0,0,83.98,Satisfactory
Ahmedabad,2025-01-18,48.23073123614287,58.942680487769906,0.0,8.725925103464641,8.725925103464641,2.5072431553724353,0.30952321147130035,8.573154015144455,115.9981887080552,0,0,0,124.29,Moderate
Ahmedabad,2025-01-19,51.99786157519948,63.54648296473512,0.0,9.407475980905291,9.407475980905291,2.703074972886278,0.3336989652011544,9.242772487933724,125.05839336923326,0,0,0,137.48,Moderate
Ahmedabad,2025-01-20,57.463484424967675,70.22600975281591,0.0,10.39631887025221,10.39631887025221,2.9872018175081014,0.3687748824388227,10.214302988898668,138.2035880300881,0,0,0,156.62,Moderate
Ahmedabad,2025-01-21,45.87933932969184,56.069049126783824,0.0,8.3005102457855,8.3005102457855,2.385007578346194,0.29443303233325435,8.155187203377308,110.34293125911353,0,0,0,116.06,Moderate
Ahmedabad,2025-01-22,58.31680702005157,71.26885359502855,0.0,10.550702369381419,10.550702369381419,3.0315612369283373,0.37425112431370156,10.365983584335604,140.25588690419707,0,0,0,159.61,Moderate
Ahmedabad,2025-01-23,55.83698097140087,68.23826312491491,0.0,10.102051150219909,10.102051150219909,2.9026490946563897,0.35833671242741943,9.925187226889589,134.2917366086906,0,0,0,150.92,Moderate
Ahmedabad,2025-01-24,55.16163216515607,67.41292069522241,0.0,9.979866747226858,9.979866747226858,2.8675415267521043,0.3540026265445259,9.805141994700742,132.66747680041635,0,0,0,148.56,Moderate
Ahmedabad,2025-01-25,50.92582771165201,62.23635251737014,0.0,9.213523142913006,9.213523142913006,2.6473459906001326,0.32681913245247446,9.052215322697226,122.48007902031009,0,0,0,133.73,Moderate
Ahmedabad,2025-01-26,25.81856279186346,31.552814114371614,0.0,4.671105733351858,4.671105733351858,1.3421611736407502,0.16569196166203712,4.589325303416758,62.09539938836847,0,0,0,62.85,Satisfactory
Ahmedabad,2025-01-27,48.012154571111054,58.675558381203174,0.0,8.686380117113627,8.686380117113627,2.4958805897782717,0.30812048442198214,8.534301371499897,115.47249696364851,0,0,0,123.53,Moderate
Ahmedabad,2025-01-28,54.99859818573751,67.21367719401012,0.0,9.950370567980459,9.950370567980459,2.859066311500049,0.3529563475519577,9.776162226419522,132.27536899226752,0,0,0,147.99,Moderate
Ahmedabad,2025-01-29,64.1498178651444,78.397364519747,0.0,11.60601325639188,11.60601325639188,3.3347865072433924,0.4116847730071117,11.402818379606437,154.28467467920328,0,0,0,180.03,Moderate
Ahmedabad,2025-01-30,37.41985384260737,45.73072877839794,0.0,6.770016411621344,6.770016411621344,1.9452467341321884,0.24014384682335113,6.651488832839095,89.99729334830928,0,0,0,90.2,Satisfactory
Ahmedabad,2025-01-31,56.309099889274556,68.81523871320138,0.0,10.187467112443748,10.187467112443748,2.9271918891573696,0.36136655999371786,10.009107750021972,135.42721471413378,0,0,0,152.58,Moderate
Ahmedabad,2025-02-01,59.72728318101982,72.99259369933091,0.0,10.805886336644354,10.805886336644354,3.1048839216516733,0.38330292800519206,10.616699861131526,143.6481779952681,0,0,0,164.55,Moderate
Ahmedabad,2025-02-02,54.71470624340822,66.86673341727493,0.0,9.899008712940075,9.899008712940075,2.844308373749002,0.3511344563334655,9.725699600561102,131.59258956398608,0,0,0,147.0,Moderate
Ahmedabad,2025-02-03,51.37802899933039,62.78898680950402,0.0,9.295335598723646,9.295335598723646,2.6708533800658056,0.3297211575971561,9.13259542861211,123.5676538705714,0,0,0,135.31,Moderate
Ahmedabad,2025-02-04,62.66408052434449,76.58164787761795,0.0,11.337213003379636,11.337213003379636,3.2575514190967234,0.4021499768026826,11.138724207233956,150.71137533225988,0,0,0,174.83,Moderate
Ahmedabad,2025-02-05,44.67856679857605,54.601587410445376,0.0,8.083265951447242,8.083265951447242,2.3225862002613598,0.2867270125290395,7.941746362184004,107.45499165940372,0,0,0,111.85,Moderate
Ahmedabad,2025-02-06,42.65564405411366,52.12937755746814,0.0,7.717277878990938,7.717277878990938,2.217425878721392,0.2737448012215086,7.582165907886049,102.58972488364061,0,0,0,104.77,Moderate
Ahmedabad,2025-02-07,52.962460344366804,64.72531719744771,0.0,9.581991614380504,9.581991614380504,2.7532190117529973,0.33988932767673297,9.414232749865088,127.378319009705,0,0,0,140.86,Moderate
Ahmedabad,2025-02-08,53.208072873652775,65.025479779819,0.0,9.626427941180706,9.626427941180706,2.7659870191446103,0.3414655587827879,9.45789109772028,127.96903384630335,0,0,0,141.72,Moderate
Ahmedabad,2025-02-09,57.52785983317933,70.30468281084838,0.0,10.40796569741329,10.40796569741329,2.990548331182603,0.3691880149495427,10.225745906624384,138.35841526489264,0,0,0,156.85,Moderate
Ahmedabad,2025-02-10,59.083717439017526,72.2060932890844,0.0,10.689452139609841,10.689452139609841,3.071428575644846,0.37917281158041377,10.502304161882376,142.100358618006,0,0,0,162.29,Moderate
Ahmedabad,2025-02-11,53.35487092557027,65.20488138640123,0.0,9.65298670928428,9.65298670928428,2.773618220278387,0.34240764287114156,9.483984882242225,128.32209314463594,0,0,0,142.23,Moderate
Ahmedabad,2025-02-12,48.01570852431279,58.67990166032562,0.0,8.687023099889645,8.687023099889645,2.496065339721123,0.3081432921004109,8.534933097110937,115.48104446279663,0,0,0,123.54,Moderate
Ahmedabad,2025-02-13,87.93875252685042,107.46977414265176,0.0,15.909917775958967,15.909917775958967,4.571438784235377,0.564351491202219,15.63137132674032,211.49868038319087,0,0,0,301.64,Very Poor
Ahmedabad,2025-02-14,65.89202631071059,80.52651398769346,0.0,11.921214374455001,11.921214374455001,3.4253540787568952,0.42286548578718186,11.712501043491317,158.47480447524734,0,0,0,186.13,Moderate
Ahmedabad,2025-02-15,66.02228917911597,80.68570797947116,0.0,11.944781589886643,11.944781589886643,3.432125709143536,0.4237014544803972,11.735655650619831,158.78809553270526,0,0,0,186.59,Moderate
Ahmedabad,2025-02-16,46.61517127341643,56.968307878207256,0.0,8.433637284607295,8.433637284607295,2.4232593227656385,0.29915527187819674,8.285983490747022,112.11265712637586,0,0,0,118.63,Moderate
Ahmedabad,2025-02-17,58.0797072810008,70.97909447663206,0.0,10.507806180333851,10.507806180333851,3.0192357613935576,0.3727295244791337,10.323838409926356,139.68564590705392,0,0,0,158.78,Moderate
Ahmedabad,2025-02-18,56.24581169899035,68.73789434203051,0.0,10.176016985228179,10.176016985228179,2.9239018937988277,0.36096040476026175,9.99785808847341,135.2750023123845,0,0,0,152.36,Moderate
Ahmedabad,2025-02-19,48.77706572722041,59.61035478010782,0.0,8.82476817982691,8.82476817982691,2.5356439981171035,0.31302934131594046,8.670266574206869,117.31216031432105,0,0,0,126.2,Moderate
Ahmedabad,2025-02-20,51.21246392743033,62.58665006521623,0.0,9.265381493112512,9.265381493112512,2.662246587619352,0.32865863518771804,9.103165751214556,123.16945861286952,0,0,0,134.73,Moderate
Ahmedabad,2025-02-21,38.618462216552906,47.19554568257323,0.0,6.986869165692729,6.986869165692729,2.0075556099158303,0.24783597803702848,6.864544988744451,92.88002800284423,0,0,0,93.02,Satisfactory
Ahmedabad,2025-02-22,57.12385387253263,69.81094793179459,0.0,10.334872761361876,10.334872761361876,2.9695463444077888,0.36659528580801964,10.153932661523406,137.38675345381986,0,0,0,155.43,Moderate
Ahmedabad,2025-02-23,55.20145793568964,67.46159168999223,0.0,9.987072043144147,9.987072043144147,2.869611843498679,0.35425821048611106,9.812221142285804,132.76326048702848,0,0,0,148.7,Moderate
Ahmedabad,2025-02-24,50.78606015507268,62.06554286512423,0.0,9.188236335117493,9.188236335117493,2.640080265188239,0.3259221669314642,9.027371229353331,122.1439285413971,0,0,0,133.24,Moderate
Ahmedabad,2025-02-25,63.9888140682679,78.20060210057186,0.0,11.576884378663712,11.576884378663712,3.3264168297087284,0.4106515228159775,11.374199482229844,153.89744959813717,0,0,0,179.47,Moderate
Ahmedabad,2025-02-26,85.66671273036548,104.69311883705369,0.0,15.498859336907934,15.498859336907934,4.453328274971486,0.5497705583327702,15.22750958538637,206.03427015531165,0,0,0,295.13,Poor
Ahmedabad,2025-02-27,57.71086999907601,70.52833916972975,0.0,10.441075977101324,10.441075977101324,3.000061995480195,0.3703624921517002,10.258276500674214,138.7985671600658,0,0,0,157.49,Moderate
Ahmedabad,2025-02-28,46.341065493108424,56.633323750567946,0.0,8.384045946303015,8.384045946303015,2.4090101122745016,0.29739618386046834,8.23726038390636,111.45341408329487,0,0,0,117.67,Moderate
Ahmedabad,2025-03-01,52.3764412761364,64.00914446248903,0.0,9.47596878686947,9.47596878686947,2.7227551921077056,0.33612852000632865,9.310066140755378,125.96890329650991,0,0,0,138.81,Moderate
Ahmedabad,2025-03-02,48.75940391344416,59.5887703127036,0.0,8.821572796712182,8.821572796712182,2.53472586022935,0.31291599571282974,8.667127134977775,117.26968245104104,0,0,0,126.14,Moderate
Ahmedabad,2025-03-03,50.14346925311906,61.28023380495768,0.0,9.071978506573245,9.071978506573245,2.606675595606524,0.3217983065931022,8.913148810783598,120.59845372074918,0,0,0,130.99,Moderate
Ahmedabad,2025-03-04,43.13793733602339,52.71878721575879,0.0,7.804534591630094,7.804534591630094,2.2424975809112215,0.2768399432950724,7.667894954083531,103.74967302653064,0,0,0,106.46,Moderate
Ahmedabad,2025-03-05,64.20445213997573,78.46413295809592,0.0,11.615897713418379,11.615897713418379,3.3376266344425614,0.41203539129069944,11.412529782287468,154.4160738257512,0,0,0,180.22,Moderate
Ahmedabad,2025-03-06,56.67946811726811,69.26786498624213,0.0,10.25447429511223,10.25447429511223,2.9464452403051618,0.36374341724670495,10.074941789430552,136.31797549053417,0,0,0,153.87,Moderate
Ahmedabad,2025-03-07,43.6071538596325,53.29221579380092,0.0,7.889425451407333,7.889425451407333,2.2668894963364012,0.2798511645961099,7.751299568118016,104.87817067638089,0,0,0,108.1,Moderate
Ahmedabad,2025-03-08,62.27181862657694,76.10226539439503,0.0,11.266244808348466,11.266244808348466,3.2371599397829263,0.3996326157919116,11.068998503773877,149.767958791104,0,0,0,173.46,Moderate
Ahmedabad,2025-03-09,45.024199613975476,55.023984585068966,0.0,8.145797992392433,8.145797992392433,2.340553697093191,0.2889451289927627,8.003183609415427,108.28626208630435,0,0,0,113.06,Moderate
Ahmedabad,2025-03-10,47.613894126532635,58.18884508588179,0.0,8.614326662355728,8.614326662355728,2.4751772799147767,0.3055646274268984,8.463509408740848,114.51465350946214,0,0,0,122.13,Moderate
Ahmedabad,2025-03-11,62.67243032921388,76.59185215750212,0.0,11.338723653748216,11.338723653748216,3.2579854782654505,0.40220356210715735,11.140208409552828,150.73145718082594,0,0,0,174.86,Moderate
Ahmedabad,2025-03-12,54.11862481802636,66.13826349570243,0.0,9.791165399348538,9.791165399348538,2.8133214690198165,0.34730907296576896,9.619744377938726,130.15897319751897,0,0,0,144.91,Moderate
Ahmedabad,2025-03-13,51.31934698191174,62.71727163300897,0.0,9.28471882232836,9.28471882232836,2.667802833604132,0.32934456271622625,9.122164527807676,123.42651962782129,0,0,0,135.11,Moderate
Ahmedabad,2025-03-14,51.29309990486293,62.68519513247549,0.0,9.279970189607212,9.279970189607212,2.666438396395893,0.32917612074216396,9.117499032837568,123.36339362250247,0,0,0,135.01,Moderate
Ahmedabad,2025-03-15,46.72894316905746,57.10734828504712,0.0,8.454220945994932,8.454220945994932,2.4291736806720756,0.2998854089010334,8.306206779072259,112.38628627281419,0,0,0,119.03,Moderate
Ahmedabad,2025-03-16,54.261670140804966,66.3130788994857,0.0,9.817045222046138,9.817045222046138,2.8207575869730923,0.3482270737208395,9.645171103843476,130.5030069270562,0,0,0,145.41,Moderate
Ahmedabad,2025-03-17,38.71393631949979,47.312224393441234,0.0,7.004142382380155,7.004142382380155,2.012518768984617,0.24844868802916548,6.881515790721593,93.10964971345318,0,0,0,93.25,Satisfactory
Ahmedabad,2025-03-18,59.172527139531304,72.3146274470255,0.0,10.705519629678573,10.705519629678573,3.076045290093019,0.3797427524253543,10.518090346769677,142.31395198752938,0,0,0,162.6,Moderate
Ahmedabad,2025-03-19,46.60435271235079,56.95508653629753,0.0,8.431679985782116,8.431679985782116,2.4226969269137077,0.2990858432031858,8.284060459769451,112.08663775126216,0,0,0,118.6,Moderate
Ahmedabad,2025-03-20,53.83368505366437,65.79003917775006,0.0,9.739613971885245,9.739613971885245,2.798509060922742,0.3454804572952044,9.569095498639053,129.4736736859884,0,0,0,143.91,Moderate
Ahmedabad,2025-03-21,31.560590502845795,38.570134732283506,0.0,5.709955911731558,5.709955911731558,1.6406567449774505,0.20254172138802268,5.609987579600314,75.9053665382399,0,0,0,76.39,Satisfactory
Ahmedabad,2025-03-22,54.17462361760663,66.20669951702662,0.0,9.801296726792629,9.801296726792629,2.816232530149478,0.3476684481574856,9.629698328898215,130.29365411888696,0,0,0,145.1,Moderate
Ahmedabad,2025-03-23,42.502803007690154,51.942590819347814,0.0,7.689625809664085,7.689625809664085,2.209480536453429,0.27276393590346043,7.554997963356885,102.2221317725479,0,0,0,104.24,Moderate
Ahmedabad,2025-03-24,59.25481271105937,72.41518847994008,0.0,10.720406771462391,10.720406771462391,3.0803228519443944,0.38027082433519993,10.532716848584057,142.51185438314783,0,0,0,162.89,Moderate
Ahmedabad,2025-03-25,49.16782797139488,60.08790453966443,0.0,8.895465056870584,8.895465056870584,2.5559575189154407,0.3155370782222384,8.739725709839893,118.25197008659681,0,0,0,127.57,Moderate
Ahmedabad,2025-03-26,54.97501054497029,67.18485078525435,0.0,9.946103081640796,9.946103081640796,2.857840123355079,0.3528049726477383,9.77196945405285,132.2186391120694,0,0,0,147.91,Moderate
Ahmedabad,2025-03-27,57.669621717612245,70.47792972718814,0.0,10.433613319881031,10.433613319881031,2.997917730429256,0.3700977791726697,10.250944497596809,138.69936223792416,0,0,0,157.34,Moderate
Ahmedabad,2025-03-28,42.70833025793598,52.19376526212075,0.0,7.726809890153873,7.726809890153873,2.220164736717745,0.2740829176586713,7.591531035228417,102.71643878692707,0,0,0,104.95,Moderate
Ahmedabad,2025-03-29,47.30288145990319,57.80875712604901,0.0,8.55805811394932,8.55805811394932,2.4590094889720495,0.30356868755793653,8.408225994549587,113.76664689480722,0,0,0,121.04,Moderate
Ahmedabad,2025-03-30,56.26364238861183,68.75968519226849,0.0,10.179242921435081,10.179242921435081,2.924828810587423,0.3610748341328409,10.001027545879575,135.3178863335572,0,0,0,152.42,Moderate
Ahmedabad,2025-03-31,52.43619931906587,64.08217464761562,0.0,9.48678023827333,9.48678023827333,2.7258616750548494,0.33651202033661,9.320688308252064,126.11262545379212,0,0,0,139.02,Moderate
Ahmedabad,2025-04-01,53.971245954267324,65.95815208012658,0.0,9.764501550511193,9.764501550511193,2.8056600747606826,0.3463632614873914,9.593547352407494,129.8045170072075,0,0,0,144.39,Moderate
Ahmedabad,2025-04-02,66.05690400344052,80.72801068726783,0.0,11.951044119124418,11.951044119124418,3.433925138244812,0.4239235969052547,11.741808537224195,158.87134653929763,0,0,0,186.71,Moderate
Ahmedabad,2025-04-03,54.63817556885955,66.77320543248553,0.0,9.885162749648337,9.885162749648337,2.8403299764695014,0.35064331677254135,9.712096048573132,131.40852808698324,0,0,0,146.73,Moderate
Ahmedabad,2025-04-04,54.5421210592184,66.65581740775359,0.0,9.867784525526565,9.867784525526565,2.8353366453366746,0.350026881990434,9.695022077602822,131.17751045880215,0,0,0,146.39,Moderate
